customer_id,geographical_entropy
SYNCID0000003389,4.2088092988579735
SYNCID0000015000,-0.0
SYNCID0000009612,N/A
SYNCID0000014769,N/A
SYNCID0000001247,3.6480007564768537
SYNCID0000010191,2.128085278891394
SYNCID0000009436,1.664497779200461
SYNCID0000001525,N/A
SYNCID0000006275,3.557931390543511
SYNCID0000002520,N/A
SYNCID0000003306,N/A
SYNCID0000010769,3.3346791410515944
SYNCID0000015838,N/A
SYNCID0000010525,N/A
SYNCID0000012776,3.7974168451037094
SYNCID0000015087,2.222191575506678
SYNCID0000003584,4.266567179363267
SYNCID0000005699,3.1820058147602133
SYNCID0000005127,N/A
SYNCID0000012497,N/A
SYNCID0000009611,N/A
SYNCID0000013355,N/A
SYNCID0000014315,N/A
SYNCID0000015420,N/A
SYNCID0000005743,3.375
SYNCID0000012601,N/A
SYNCID0000007411,N/A
SYNCID0000013473,1.4056390622295665
SYNCID0000014852,2.9887262518365176
SYNCID0000008527,3.540305225540699
SYNCID0000010278,2.617492461184755
SYNCID0000007120,N/A
SYNCID0000003162,2.5306390622295662
SYNCID0000005628,N/A
SYNCID0000004858,N/A
SYNCID0000008408,N/A
SYNCID0000002024,4.903036596288632
SYNCID0000016176,N/A
SYNCID0000012922,-0.0
SYNCID0000008575,N/A
SYNCID0000008694,N/A
SYNCID0000004106,3.6453127847431106
SYNCID0000008106,0.6500224216483541
SYNCID0000010893,-0.0
SYNCID0000011325,2.8352377453121176
SYNCID0000013044,3.6893538721672003
SYNCID0000013537,3.604374776566032
SYNCID0000014876,2.321928094887362
SYNCID0000011281,N/A
SYNCID0000002304,N/A
SYNCID0000014149,4.258351402225131
SYNCID0000010244,4.502928342340901
SYNCID0000005273,3.6949310039465786
SYNCID0000010370,4.53067405658002
SYNCID0000001023,2.5
SYNCID0000006035,N/A
SYNCID0000006367,3.998995069360928
SYNCID0000009342,N/A
SYNCID0000011649,1.9219280948873623
SYNCID0000015896,N/A
SYNCID0000014600,N/A
SYNCID0000006253,4.2510845306708935
SYNCID0000001579,N/A
SYNCID0000010888,0.9182958340544896
SYNCID0000014080,N/A
SYNCID0000013905,N/A
SYNCID0000011066,N/A
SYNCID0000009672,2.2516291673878226
SYNCID0000003933,3.855388542207534
SYNCID0000006947,N/A
SYNCID0000003793,N/A
SYNCID0000015046,1.584962500721156
SYNCID0000011778,3.607894559797074
SYNCID0000015021,2.2810361125534233
SYNCID0000001074,N/A
SYNCID0000011872,N/A
SYNCID0000013389,3.939785452495308
SYNCID0000014119,N/A
SYNCID0000009294,N/A
SYNCID0000003401,1.9219280948873623
SYNCID0000000468,-0.0
SYNCID0000005135,1.0
SYNCID0000003760,2.7773627950641693
SYNCID0000010825,N/A
SYNCID0000014646,N/A
SYNCID0000015384,3.1219280948873624
SYNCID0000016192,3.8473174516048876
SYNCID0000007522,N/A
SYNCID0000006345,3.9786864818706302
SYNCID0000011732,3.6286194622171157
SYNCID0000016060,N/A
SYNCID0000004082,3.8025953168448887
SYNCID0000010619,1.3567796494470394
SYNCID0000009543,3.1625782147358086
SYNCID0000015418,-0.0
SYNCID0000016718,3.323231428797621
SYNCID0000010636,N/A
SYNCID0000007830,2.2998963911678914
SYNCID0000010342,0.9182958340544896
SYNCID0000014515,4.116831828538421
SYNCID0000014249,2.3319067709075356
SYNCID0000010981,N/A
SYNCID0000016922,N/A
SYNCID0000012989,N/A
SYNCID0000015500,N/A
SYNCID0000004795,N/A
SYNCID0000016215,2.2516291673878226
SYNCID0000009940,N/A
SYNCID0000001157,0.9182958340544896
SYNCID0000006330,N/A
SYNCID0000003782,3.654536345126141
SYNCID0000005381,-0.0
SYNCID0000006346,3.9279618228803
SYNCID0000000833,4.192089528121787
SYNCID0000010221,3.9094179040046306
SYNCID0000006850,3.9670096977519416
SYNCID0000003872,3.0115371343419297
SYNCID0000013295,N/A
SYNCID0000004945,3.0939507526873395
SYNCID0000005911,3.9345691962874505
SYNCID0000011141,4.830936487442027
SYNCID0000007320,N/A
SYNCID0000014799,N/A
SYNCID0000002551,1.9609640474436814
SYNCID0000008341,-0.0
SYNCID0000005420,N/A
SYNCID0000011451,4.016385160357582
SYNCID0000010259,4.266249171097084
SYNCID0000011543,N/A
SYNCID0000006780,4.1970851780964855
SYNCID0000016236,2.0
SYNCID0000006208,1.0
SYNCID0000015300,N/A
SYNCID0000012615,2.40400975732486
SYNCID0000006207,N/A
SYNCID0000003012,3.642491178988938
SYNCID0000007405,N/A
SYNCID0000006475,3.7621537989808305
SYNCID0000006048,4.293516173384347
SYNCID0000001650,4.1722623245372406
SYNCID0000014362,1.0
SYNCID0000013216,N/A
SYNCID0000013507,N/A
SYNCID0000015317,N/A
SYNCID0000010011,N/A
SYNCID0000015871,N/A
SYNCID0000005062,1.8024212838293645
SYNCID0000008982,3.321928094887362
SYNCID0000009614,N/A
SYNCID0000003367,3.175123135113461
SYNCID0000014457,2.521782221599798
SYNCID0000000372,N/A
SYNCID0000007712,3.205035041366599
SYNCID0000016590,2.9922888713233777
SYNCID0000009288,N/A
SYNCID0000002146,N/A
SYNCID0000001653,4.234471273849954
SYNCID0000007774,N/A
SYNCID0000011822,N/A
SYNCID0000000789,N/A
SYNCID0000002593,3.2658841998018815
SYNCID0000005015,3.116171207402367
SYNCID0000010937,N/A
SYNCID0000007614,N/A
SYNCID0000003940,2.912165055264086
SYNCID0000008187,N/A
SYNCID0000003594,2.75
SYNCID0000001126,2.5836521716366887
SYNCID0000012710,2.729715809318648
SYNCID0000015028,N/A
SYNCID0000011247,N/A
SYNCID0000003419,N/A
SYNCID0000009522,-0.0
SYNCID0000012255,-0.0
SYNCID0000013597,4.0818573840678685
SYNCID0000012697,3.64124980045548
SYNCID0000011034,3.2415655186167633
SYNCID0000007047,1.2776134368191154
SYNCID0000001807,2.9137995646056805
SYNCID0000004268,2.228954932940702
SYNCID0000013143,N/A
SYNCID0000002438,N/A
SYNCID0000009560,N/A
SYNCID0000014391,2.5996659733039564
SYNCID0000005334,N/A
SYNCID0000015150,4.9629701708920875
SYNCID0000010536,4.0589477547024
SYNCID0000014533,N/A
SYNCID0000015445,N/A
SYNCID0000013757,N/A
SYNCID0000000991,3.6709604062538466
SYNCID0000003739,3.085055102756477
SYNCID0000002582,3.631759911625604
SYNCID0000009597,3.921029621737615
SYNCID0000013378,2.4056390622295662
SYNCID0000003962,N/A
SYNCID0000001855,3.713078842626793
SYNCID0000004297,N/A
SYNCID0000007515,3.878021302825987
SYNCID0000010397,N/A
SYNCID0000006483,N/A
SYNCID0000000847,4.499506504519971
SYNCID0000014631,2.7321588913645702
SYNCID0000006426,2.2952174219545816
SYNCID0000015707,0.9182958340544896
SYNCID0000016055,3.006064802563774
SYNCID0000015275,N/A
SYNCID0000011717,4.315336283086322
SYNCID0000015866,3.586897470347699
SYNCID0000008103,N/A
SYNCID0000005312,N/A
SYNCID0000006478,2.843539974942966
SYNCID0000008855,N/A
SYNCID0000004965,2.75
SYNCID0000012000,N/A
SYNCID0000007274,N/A
SYNCID0000010079,3.27051232356625
SYNCID0000015616,N/A
SYNCID0000000964,N/A
SYNCID0000010916,2.3598415604915326
SYNCID0000004491,4.67947588534966
SYNCID0000010841,3.1309938545884757
SYNCID0000006196,N/A
SYNCID0000006347,3.8106172925679656
SYNCID0000013848,4.006783709986116
SYNCID0000001944,4.112002803359652
SYNCID0000009615,1.9219280948873623
SYNCID0000008372,1.792481250360578
SYNCID0000006968,N/A
SYNCID0000010285,-0.0
SYNCID0000011552,3.9995665938731886
SYNCID0000016379,N/A
SYNCID0000005038,4.344698905696129
SYNCID0000012263,3.732158891364569
SYNCID0000015436,3.1523912776298664
SYNCID0000015853,0.9182958340544896
SYNCID0000007659,3.86769031604866
SYNCID0000013347,N/A
SYNCID0000016252,1.3709505944546687
SYNCID0000014743,N/A
SYNCID0000002952,1.3709505944546687
SYNCID0000002640,1.5
SYNCID0000007587,4.346996860813082
SYNCID0000012332,4.430051291570047
SYNCID0000011053,3.011856308595622
SYNCID0000013324,2.498851568806973
SYNCID0000013581,1.584962500721156
SYNCID0000002914,N/A
SYNCID0000013712,1.9182958340544896
SYNCID0000000008,N/A
SYNCID0000015213,N/A
SYNCID0000004793,N/A
SYNCID0000005541,N/A
SYNCID0000013345,N/A
SYNCID0000007833,1.0
SYNCID0000007521,4.385462024455359
SYNCID0000001884,N/A
SYNCID0000011020,3.5902033156653035
SYNCID0000000076,-0.0
SYNCID0000001866,N/A
SYNCID0000008588,2.8464393446710154
SYNCID0000012932,2.7727178514411284
SYNCID0000013886,2.9056390622295662
SYNCID0000011394,N/A
SYNCID0000016324,N/A
SYNCID0000011120,3.4188478997094065
SYNCID0000014371,3.9729772271193347
SYNCID0000007218,1.664497779200461
SYNCID0000014343,N/A
SYNCID0000009887,1.0
SYNCID0000014095,3.03103920282729
SYNCID0000001809,3.8721916797093936
SYNCID0000007409,N/A
SYNCID0000006043,1.0
SYNCID0000000022,4.112427831414106
SYNCID0000004623,3.4752732343462407
SYNCID0000007037,1.584962500721156
SYNCID0000016329,3.924717541640096
SYNCID0000010246,3.5944825065194204
SYNCID0000007849,N/A
SYNCID0000000873,-0.0
SYNCID0000010486,1.584962500721156
SYNCID0000008098,3.6290351272794763
SYNCID0000013213,N/A
SYNCID0000008933,N/A
SYNCID0000012589,N/A
SYNCID0000012517,3.084962500721156
SYNCID0000015865,-0.0
SYNCID0000004172,N/A
SYNCID0000017168,4.8439852184607055
SYNCID0000009535,-0.0
SYNCID0000013875,N/A
SYNCID0000013818,1.584962500721156
SYNCID0000006802,1.879964948727111
SYNCID0000009066,1.584962500721156
SYNCID0000013759,4.006235058992633
SYNCID0000014995,2.5289996927759284
SYNCID0000015727,3.9556477538691666
SYNCID0000008968,N/A
SYNCID0000012371,N/A
SYNCID0000000618,N/A
SYNCID0000006994,N/A
SYNCID0000008401,3.853080210852336
SYNCID0000012501,N/A
SYNCID0000010590,N/A
SYNCID0000013642,2.343767422366671
SYNCID0000016758,3.7133908021183
SYNCID0000010964,4.064683852909071
SYNCID0000014595,3.2536606896881857
SYNCID0000005816,N/A
SYNCID0000000416,N/A
SYNCID0000016510,3.614369445886757
SYNCID0000008706,N/A
SYNCID0000012147,3.909537422244509
SYNCID0000013167,3.8962915290459277
SYNCID0000013196,N/A
SYNCID0000000400,N/A
SYNCID0000006414,N/A
SYNCID0000003004,N/A
SYNCID0000012409,4.214086054716787
SYNCID0000013915,0.9182958340544896
SYNCID0000004054,N/A
SYNCID0000004898,N/A
SYNCID0000016445,N/A
SYNCID0000015869,2.321928094887362
SYNCID0000016564,N/A
SYNCID0000006136,N/A
SYNCID0000012798,-0.0
SYNCID0000001625,N/A
SYNCID0000002827,N/A
SYNCID0000015699,N/A
SYNCID0000003666,2.2810361125534233
SYNCID0000007733,N/A
SYNCID0000009299,N/A
SYNCID0000003524,3.0
SYNCID0000012071,N/A
SYNCID0000009859,2.4193819456463714
SYNCID0000008600,N/A
SYNCID0000000973,N/A
SYNCID0000010340,N/A
SYNCID0000004148,3.7926155769301184
SYNCID0000011812,N/A
SYNCID0000015283,4.297912019378476
SYNCID0000000411,2.5219280948873624
SYNCID0000006705,-0.0
SYNCID0000013454,3.721928094887362
SYNCID0000012336,2.2516291673878226
SYNCID0000002913,N/A
SYNCID0000014015,N/A
SYNCID0000015164,N/A
SYNCID0000013332,3.535425074784799
SYNCID0000016983,4.145481684613114
SYNCID0000011719,4.362680934160776
SYNCID0000002280,3.0633651523038354
SYNCID0000005248,4.310740715431399
SYNCID0000016969,4.024677899410063
SYNCID0000009139,1.584962500721156
SYNCID0000013357,3.9831494394801132
SYNCID0000012835,N/A
SYNCID0000004737,N/A
SYNCID0000014518,2.210556673379555
SYNCID0000009167,N/A
SYNCID0000006880,1.584962500721156
SYNCID0000002204,3.9694680975604246
SYNCID0000001969,N/A
SYNCID0000011737,N/A
SYNCID0000002975,3.8833374604210067
SYNCID0000007147,2.7516291673878226
SYNCID0000004263,N/A
SYNCID0000008462,N/A
SYNCID0000014291,1.3567796494470394
SYNCID0000003069,4.050881189343473
SYNCID0000002927,N/A
SYNCID0000000109,N/A
SYNCID0000012317,4.2896186513727725
SYNCID0000011443,2.0
SYNCID0000004786,N/A
SYNCID0000008193,3.108375700053941
SYNCID0000016807,-0.0
SYNCID0000012083,-0.0
SYNCID0000005597,4.680871472453992
SYNCID0000000580,3.970573095811685
SYNCID0000010176,N/A
SYNCID0000005099,3.81783220831025
SYNCID0000005171,2.1609640474436813
SYNCID0000006224,3.5398739734446973
SYNCID0000008660,1.0
SYNCID0000014351,4.684439520716131
SYNCID0000001478,N/A
SYNCID0000016904,1.584962500721156
SYNCID0000005141,4.683115583442092
SYNCID0000012569,2.409267252251468
SYNCID0000006324,N/A
SYNCID0000007860,N/A
SYNCID0000015925,3.5414460711655216
SYNCID0000009900,3.9497340879408434
SYNCID0000008001,3.688721875540867
SYNCID0000013926,3.3416303588849137
SYNCID0000012485,4.177384289317306
SYNCID0000001843,1.0
SYNCID0000001256,3.905604002109859
SYNCID0000012346,N/A
SYNCID0000004948,-0.0
SYNCID0000012658,4.58538893235799
SYNCID0000015656,N/A
SYNCID0000001661,3.5434651896016462
SYNCID0000004547,3.762035287865694
SYNCID0000009208,1.0
SYNCID0000010600,3.750807235905091
SYNCID0000006564,3.857191075340975
SYNCID0000005966,1.9182958340544896
SYNCID0000011542,-0.0
SYNCID0000013020,3.5489259294393753
SYNCID0000003917,N/A
SYNCID0000014033,N/A
SYNCID0000012198,N/A
SYNCID0000012761,3.959277188454389
SYNCID0000007605,N/A
SYNCID0000011832,N/A
SYNCID0000012308,N/A
SYNCID0000004770,1.9219280948873623
SYNCID0000002170,N/A
SYNCID0000004989,4.289205461586589
SYNCID0000013050,4.434974941846491
SYNCID0000000628,N/A
SYNCID0000015508,4.16873799879388
SYNCID0000011424,N/A
SYNCID0000009544,1.2516291673878228
SYNCID0000015986,-0.0
SYNCID0000015719,4.445959177338524
SYNCID0000005047,N/A
SYNCID0000013046,N/A
SYNCID0000013099,N/A
SYNCID0000015348,4.063615140117591
SYNCID0000012302,3.9351604700083884
SYNCID0000010423,1.0
SYNCID0000004282,-0.0
SYNCID0000011454,1.9219280948873623
SYNCID0000004175,N/A
SYNCID0000016873,N/A
SYNCID0000015232,2.0
SYNCID0000014942,2.321928094887362
SYNCID0000007779,3.4231299652229366
SYNCID0000001681,3.9173350032260363
SYNCID0000014560,N/A
SYNCID0000003833,4.042431063811229
SYNCID0000007463,3.6707222292797335
SYNCID0000008011,4.567861604253628
SYNCID0000017028,3.121928094887362
SYNCID0000003214,2.0
SYNCID0000003120,2.858378272438754
SYNCID0000000240,N/A
SYNCID0000002251,N/A
SYNCID0000006857,4.12789219001682
SYNCID0000000541,N/A
SYNCID0000008919,N/A
SYNCID0000001733,N/A
SYNCID0000007761,3.991729296672175
SYNCID0000006461,3.852820753792848
SYNCID0000013326,1.879964948727111
SYNCID0000008864,3.21575840637113
SYNCID0000002641,3.0
SYNCID0000005005,N/A
SYNCID0000015589,N/A
SYNCID0000004388,N/A
SYNCID0000006480,N/A
SYNCID0000001355,3.293653588727625
SYNCID0000006730,N/A
SYNCID0000017133,N/A
SYNCID0000007874,N/A
SYNCID0000011018,4.353518296525641
SYNCID0000009175,4.0476015723411
SYNCID0000008440,2.8399302847754395
SYNCID0000002671,N/A
SYNCID0000002515,3.4094172644660636
SYNCID0000009908,4.234460330864006
SYNCID0000011521,N/A
SYNCID0000010027,4.447219756981522
SYNCID0000007330,3.736440501696144
SYNCID0000012453,N/A
SYNCID0000007970,N/A
SYNCID0000015369,3.2402115202970707
SYNCID0000014068,3.0574760762899316
SYNCID0000005333,N/A
SYNCID0000014635,-0.0
SYNCID0000006972,N/A
SYNCID0000003502,3.494668242470432
SYNCID0000012303,1.8365916681089791
SYNCID0000002526,N/A
SYNCID0000004735,N/A
SYNCID0000003820,2.584962500721156
SYNCID0000007841,N/A
SYNCID0000003013,3.0370833007338263
SYNCID0000007423,N/A
SYNCID0000008564,N/A
SYNCID0000015923,4.182114515734012
SYNCID0000013445,3.948391010503384
SYNCID0000010558,N/A
SYNCID0000004325,4.182506083024229
SYNCID0000015104,3.7604105434291775
SYNCID0000003547,3.2776134368191157
SYNCID0000003880,3.4227105019622366
SYNCID0000016923,3.681454258761128
SYNCID0000016985,4.000918118663119
SYNCID0000000208,4.702337442717596
SYNCID0000004412,N/A
SYNCID0000010805,N/A
SYNCID0000014938,N/A
SYNCID0000011673,N/A
SYNCID0000007571,N/A
SYNCID0000004143,N/A
SYNCID0000012916,1.584962500721156
SYNCID0000006443,N/A
SYNCID0000014358,3.3248629576173565
SYNCID0000006639,3.826802191315143
SYNCID0000006529,N/A
SYNCID0000009243,N/A
SYNCID0000001005,3.4091591278514217
SYNCID0000013084,N/A
SYNCID0000001292,4.837741759650801
SYNCID0000014990,N/A
SYNCID0000015031,N/A
SYNCID0000011914,4.143113356640602
SYNCID0000003694,4.465445481567727
SYNCID0000015704,2.550340709546388
SYNCID0000009661,3.757141788697359
SYNCID0000001959,N/A
SYNCID0000002488,2.321928094887362
SYNCID0000009158,3.421898415277084
SYNCID0000015960,4.218369930942801
SYNCID0000016250,3.5588138903312005
SYNCID0000015864,1.0
SYNCID0000000751,1.2516291673878228
SYNCID0000004260,N/A
SYNCID0000015862,N/A
SYNCID0000010642,-0.0
SYNCID0000005467,N/A
SYNCID0000007102,N/A
SYNCID0000015604,N/A
SYNCID0000008955,4.168395172722735
SYNCID0000013217,N/A
SYNCID0000013828,2.792481250360578
SYNCID0000014423,N/A
SYNCID0000004510,N/A
SYNCID0000003023,3.6720854066764668
SYNCID0000011814,N/A
SYNCID0000002010,2.260820318171659
SYNCID0000003796,3.0634648712250887
SYNCID0000010849,4.301888401808633
SYNCID0000013742,3.170033384414045
SYNCID0000011675,3.7055250130427266
SYNCID0000012738,2.8453509366224363
SYNCID0000016166,2.558051076544457
SYNCID0000009528,3.4613418917940684
SYNCID0000009349,N/A
SYNCID0000000321,N/A
SYNCID0000008424,1.4345491399952024
SYNCID0000001052,3.6259506252016735
SYNCID0000007263,4.168326270746985
SYNCID0000000554,3.3129072918469555
SYNCID0000007072,3.8746117060631304
SYNCID0000002935,N/A
SYNCID0000013774,3.084962500721156
